make,model,year,hours,price,location,condition,serial_number,source,timestamp,listing_id,title,asset_type,auction,sale_date,buying_format,image_url,source_url,auction_type,buy_now,buy_now_text,features
2026,IRET13,2026.0,,,"Brandon, MB, CAN",,H9RZYF3TXSA137018,RitchieBros,2026-01-20 22:53:28.229233,1C605A00-B842-38B7-B9E7-0017779EA652,2026 SDLANCH IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Manitoba Regional Event, CAN - Mar 03, 2026",2026-03-03 19:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,3032E,2009.0,,,"Humble, TX, USA",,1LV3032EVMN141406,RitchieBros,2026-01-20 22:53:28.229233,6D8DF4C3-A03C-3941-9CDA-BB88AE35E512,2009 John Deere 3032E Utility Tractor,Utility Tractor,"Texas Regional Event, USA - Feb 11, 2026",2026-02-11 14:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,BX23S,,,,"North Franklin, CT, USA",,,RitchieBros,2026-01-20 22:53:28.229233,FE5565C7-D82B-397D-879F-20DA914099BF,Kubota BX23S Backhoe Utility Tractor,Utility Tractor,"Northeast Regional Event, USA - Mar 25, 2026",2026-03-25 12:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,BX23S,,,,"North Franklin, CT, USA",,,RitchieBros,2026-01-20 22:53:28.229233,D288D1E1-06F4-3709-A51B-E2A33B527A57,Kubota BX23S Backhoe Backhoe Loader,Utility Tractor,"Northeast Regional Event, USA - Mar 25, 2026",2026-03-25 12:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,BX23S,,,,"North Franklin, CT, USA",,,RitchieBros,2026-01-20 22:53:28.229233,00D99345-64D2-3D43-BBA0-FE3C8A3C46FA,Kubota BX23S Backhoe Backhoe Loader,Utility Tractor,"Northeast Regional Event, USA - Mar 25, 2026",2026-03-25 12:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,BX23S,,,,"North East, MD, USA",,,RitchieBros,2026-01-20 22:53:28.229233,E185FE78-BFFC-3D34-8609-413B2B911074,Kubota BX23S Backhoe Backhoe Loader,Utility Tractor,"Northeast Regional Event, USA - Mar 25, 2026",2026-03-25 12:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,BX23S,,,,"North East, MD, USA",,,RitchieBros,2026-01-20 22:53:28.229233,29F3D164-3E4A-377E-B997-571E31D3CCA9,Kubota BX23S Backhoe Backhoe Loader,Utility Tractor,"Northeast Regional Event, USA - Mar 25, 2026",2026-03-25 12:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Chilliwack, BC, CAN",,H9RZYF3TXSA137192,RitchieBros,2026-01-20 22:53:28.229233,622C5ACD-DAE0-37EB-9419-E05951B0E1FB,2026 SDLANCH IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"BC Regional Event, CAN - Mar 12, 2026",2026-03-12 15:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Chilliwack, BC, CAN",,H9RZYF3TXSA137186,RitchieBros,2026-01-20 22:53:28.229233,225011FC-ADDA-37CB-8BE6-BA54EC4C5A4C,2026 SDLANCH IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"BC Regional Event, CAN - Mar 12, 2026",2026-03-12 15:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Chilliwack, BC, CAN",,H9RZYF3TXSA137163,RitchieBros,2026-01-20 22:53:28.229233,1479D2CB-C168-3EB1-A514-CAC0143A879A,2026 SDLANCH IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"BC Regional Event, CAN - Mar 12, 2026",2026-03-12 15:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Chilliwack, BC, CAN",,H9RZYF3TXSA137171,RitchieBros,2026-01-20 22:53:28.229233,EEED70B4-CF82-37B3-84B8-6BD38992DAA3,2026 SDLANCH IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"BC Regional Event, CAN - Mar 12, 2026",2026-03-12 15:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Chilliwack, BC, CAN",,H9RZYF3TXSA137155,RitchieBros,2026-01-20 22:53:28.229233,1FE30ABC-3BAB-3AF3-8381-4B95D72171D1,2026 SDLANCH IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"BC Regional Event, CAN - Mar 12, 2026",2026-03-12 15:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Chilliwack, BC, CAN",,H9RZYF3TXSA137185,RitchieBros,2026-01-20 22:53:28.229233,CA4D0668-5293-3BCA-9CCF-40BCD496DB64,2026 SDLANCH IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"BC Regional Event, CAN - Mar 12, 2026",2026-03-12 15:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Prince George, BC, CAN",,H9RZYF3TXSA137156,RitchieBros,2026-01-20 22:53:28.229233,E78806FA-1570-3890-B362-0A7CD8541AC9,2026 SDLANCH IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"BC Regional Event, CAN - Mar 12, 2026",2026-03-12 15:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Prince George, BC, CAN",,H9RZYF3TXSA137157,RitchieBros,2026-01-20 22:53:28.229233,7B405B4F-7392-31D4-9486-E5CC51838D15,2026 SDLANCH IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"BC Regional Event, CAN - Mar 12, 2026",2026-03-12 15:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRET13,2026.0,,,"Prince George, BC, CAN",,,RitchieBros,2026-01-20 22:53:28.229233,B2240724-1133-3034-A41C-B31AD4EE00AE,2026 SDLANCH IRET13 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"BC Regional Event, CAN - Mar 12, 2026",2026-03-12 15:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,2032R,2032.0,,,"Newnan, GA, USA",,1LV2032RTMM121010,RitchieBros,2026-01-20 22:53:28.229233,CB2D73E1-289F-32AF-BB51-68E5B75A0C24,John Deere 2032R Utility Tractor,Utility Tractor,"Southeast Regional Event, USA - Mar 23, 2026",2026-03-23 12:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Massey-Harris,MH50,,,,"Eatonia, SK, CAN",,5I0270,RitchieBros,2026-01-20 22:53:28.229233,40AE0EB4-F45C-3345-B97C-84B6676BACD1,Massey-Harris MH50 2WD Tractor,2WD Tractor,"West Central Timed, Eatonia, SK, CAN - Apr 04, 2026",2026-04-04 16:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Yanmar,SA424YBS,2021.0,,,"North East, MD, USA",,YMJS0026CMT413123,RitchieBros,2026-01-20 22:53:28.229233,6286A225-2A3C-3FFB-9E63-214F98D5E652,2021 Yanmar SA424YBS Utility Tractor,Utility Tractor,"Northeast Regional Event, USA - Feb 04, 2026",2026-02-04 13:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,BX23S,,,,"South Vienna, OH, USA",,64328,RitchieBros,2026-01-20 22:53:28.229233,7C612807-C1E1-306B-8E03-79BAAB1F6E41,Kubota BX23S Utility Tractor,Utility Tractor,"Midwest Regional Event, USA - Mar 26, 2026",2026-03-26 13:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,BX23S,,,,"South Vienna, OH, USA",,,RitchieBros,2026-01-20 22:53:28.229233,0E53D7F6-5649-38A9-ADA2-BC407546715F,Kubota BX23S Utility Tractor,Utility Tractor,"Midwest Regional Event, USA - Mar 26, 2026",2026-03-26 13:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,BX23S,,,,"South Vienna, OH, USA",,62884,RitchieBros,2026-01-20 22:53:28.229233,468BC59A-70C0-3CFA-82C6-40178626D7BF,Kubota BX23S Utility Tractor,Utility Tractor,"Midwest Regional Event, USA - Mar 26, 2026",2026-03-26 13:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
New Holland,TL80,2004.0,,,"Davenport, FL, USA",,,RitchieBros,2026-01-20 22:53:28.229233,B76877E2-944C-3310-A16C-683D17FD4A82,2004 New Holland TL80 Sod Harvester 2WD Tractor,2WD Tractor,"Orlando, FL, USA - Feb 16, 2026",2026-02-16 13:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,3032E,2009.0,,,"South Vienna, OH, USA",,1LV3032ETMN141396,RitchieBros,2026-01-20 22:53:28.229233,7CD98660-53DE-3CC1-AAA3-3008590304F1,2009 John Deere 3032E Utility Tractor,Utility Tractor,"Midwest Regional Event, USA - Mar 26, 2026",2026-03-26 13:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,3032E,2009.0,,,"South Vienna, OH, USA",,1LV3032ECNN142653,RitchieBros,2026-01-20 22:53:28.229233,4E0E5DC7-AFC5-3F04-804E-A3D463F776FF,2009 John Deere 3032E Utility Tractor,Utility Tractor,"Midwest Regional Event, USA - Mar 26, 2026",2026-03-26 13:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,BX23S,,,,"Davenport, FL, USA",,69798,RitchieBros,2026-01-20 22:53:28.229233,BCD182E5-C518-37EB-8736-2C6C5495E63B,Kubota BX23S Utility Tractor,Utility Tractor,"Orlando, FL, USA - May 21, 2026",2026-05-21 12:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,BX23S,,,,"Davenport, FL, USA",,,RitchieBros,2026-01-20 22:53:28.229233,BB74D1EC-C33D-36CA-A4C1-12219227F0EF,Kubota BX23S Utility Tractor,Utility Tractor,"Orlando, FL, USA - May 21, 2026",2026-05-21 12:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,BX23S,,,,"Davenport, FL, USA",,64985,RitchieBros,2026-01-20 22:53:28.229233,B959415A-0974-3AFD-9A00-B39CD99901A6,Kubota BX23S Utility Tractor,Utility Tractor,"Orlando, FL, USA - May 21, 2026",2026-05-21 12:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,BX23S,,,,"Davenport, FL, USA",,64980,RitchieBros,2026-01-20 22:53:28.229233,A810DEFB-1717-390A-B8CF-EE68A323F570,Kubota BX23S Utility Tractor,Utility Tractor,"Orlando, FL, USA - May 21, 2026",2026-05-21 12:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,BX23S,,,,"Davenport, FL, USA",,76399,RitchieBros,2026-01-20 22:53:28.229233,9AFA2852-C3A3-3E7F-8A2A-150593FFA50D,Kubota BX23S Utility Tractor,Utility Tractor,"Orlando, FL, USA - May 21, 2026",2026-05-21 12:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,BX23S,,,,"Davenport, FL, USA",,65037,RitchieBros,2026-01-20 22:53:28.229233,503C9B4B-2284-3728-AD13-A3EF58EFB600,Kubota BX23S Utility Tractor,Utility Tractor,"Orlando, FL, USA - May 21, 2026",2026-05-21 12:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,3032E,2009.0,,,"Carleton, MI, USA",,1LV3032EVNN143495,RitchieBros,2026-01-20 22:53:28.229233,42C55876-5501-31BF-854C-43983397CBCD,2009 John Deere 3032E Utility Tractor,Utility Tractor,"Midwest Regional Event, USA - Mar 26, 2026",2026-03-26 13:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,3032E,2009.0,,,"Carleton, MI, USA",,1LV3032EPNN144849,RitchieBros,2026-01-20 22:53:28.229233,8302595E-9FE1-35F6-BB75-9DED5C4A47F4,2009 John Deere 3032E Utility Tractor,Utility Tractor,"Midwest Regional Event, USA - Mar 26, 2026",2026-03-26 13:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,3032E,2009.0,,,"Carleton, MI, USA",,1LV3032ECMN141405,RitchieBros,2026-01-20 22:53:28.229233,A1342B69-4757-39F3-B969-721AE162A21F,2009 John Deere 3032E Utility Tractor,Utility Tractor,"Midwest Regional Event, USA - Mar 26, 2026",2026-03-26 13:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Versatile,800,,,,"Valleyview, AB, CAN",,,RitchieBros,2026-01-20 22:53:28.229233,6567E81F-8725-370C-8E6C-3E6294CA2739,Versatile 800 Articulated Tractor (Inoperable),Articulated Tractor,"Valleyview, AB, CAN - Aug 06, 2026",2026-08-06 14:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,3032E,2009.0,,,"Lebanon, TN, USA",,1LV3032ELMN141425,RitchieBros,2026-01-20 22:53:28.229233,7C53A3EF-1DC2-381F-B1A9-1A82FB4FEF40,2009 John Deere 3032E Utility Tractor,Utility Tractor,"Southeast Regional Event, USA - Mar 23, 2026",2026-03-23 12:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Yanmar,SA424YBS,2021.0,,,"Dunnigan, CA, USA",,YMJS0026VMT414533,RitchieBros,2026-01-20 22:53:28.229233,04AEAFD4-ECF8-366A-A69F-0FDD868327E7,2021 Yanmar SA424YBS Utility Tractor,Utility Tractor,"California Regional Event, USA - Feb 12, 2026",2026-02-12 17:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Yanmar,SA424YBS,2021.0,,,"Dunnigan, CA, USA",,YMJS0026PMT414512,RitchieBros,2026-01-20 22:53:28.229233,FD5855D5-39B2-373D-8D60-2D12A00CBD4D,2021 Yanmar SA424YBS Utility Tractor,Utility Tractor,"California Regional Event, USA - Feb 12, 2026",2026-02-12 17:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,3032E,2009.0,,,"Newnan, GA, USA",,1LV3032EAMN141407,RitchieBros,2026-01-20 22:53:28.229233,E7C0587C-886B-3DFF-8F65-DE63D7CFD88C,2009 John Deere 3032E Utility Tractor,Utility Tractor,"Southeast Regional Event, USA - Mar 23, 2026",2026-03-23 12:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,SL604,2026.0,,,"Ocana, CSTL, ESP",,604TLJ260102,RitchieBros,2026-01-20 22:53:28.229233,D62B29B8-40E6-3AEF-A54B-6747AA6225E9,2026 SDLOOL SL604 4WD Tractor (Unused),4WD Tractor,"Ocana, ESP - Mar 11, 2026",2026-03-11 07:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kioti,RX 7320,,,,"Davenport, FL, USA",,,RitchieBros,2026-01-20 22:53:28.229233,8B93E7D2-4006-3218-9647-89ABEAAB66DC,Kioti RX7320 Utility Tractor (Inoperable),Utility Tractor,"Orlando, FL, USA - Feb 16, 2026",2026-02-16 13:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Case,1070,1978.0,,,"Rockglen, SK, CAN",,8820666,RitchieBros,2026-01-20 22:53:28.229233,89219A72-00D8-3244-9F7A-4B303674B522,1978 Case 1070 2WD Tractor,2WD Tractor,"Rockglen, SK, CAN - Apr 22, 2026",2026-04-22 14:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Massey Ferguson,2680,,,,"Tulare, CA, USA",,BU43015,RitchieBros,2026-01-20 22:53:28.229233,A433DA2D-9CA5-3486-8246-DB10A9A2F8B8,Massey Ferguson 2680 2WD Tractor,2WD Tractor,"California Regional Event, USA - Feb 12, 2026",2026-02-12 17:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
New Holland,Holland,,,,"Davenport, FL, USA",,,RitchieBros,2026-01-20 22:53:28.229233,9FA1C41C-070C-3530-AB2F-931B771323BB,New Holland 1560 2WD Tractor,2WD Tractor,"Orlando, FL, USA - Feb 16, 2026",2026-02-16 13:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Ford,FW-20,,,,"Ste. Agathe, MB, CAN",,100125,RitchieBros,2026-01-20 22:53:28.229233,C9FA624E-3929-361C-B860-24B5C5C4163E,Ford FW-20 4WD Tractor (Inoperable),4WD Tractor,"Manitoba Regional Event, CAN - Apr 21, 2026",2026-04-21 13:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Massey Ferguson,2680,,,,"Tulare, CA, USA",,31022BV19009,RitchieBros,2026-01-20 22:53:28.229233,A6435923-576E-3A45-BC60-8E41C015DFAF,Massey Ferguson 2680 2WD Tractor,2WD Tractor,"California Regional Event, USA - Feb 12, 2026",2026-02-12 17:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Massey-Harris,Antique,,,,"Wembley, AB, CAN",,,RitchieBros,2026-01-20 22:53:28.229233,B0A9049A-1F77-3068-AE2A-09A80784DF67,Massey-Harris Antique Tractor,Antique Tractor,"Wembley, AB, CAN - Jun 12, 2026",2026-06-12 14:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Ford,4600,,,,"Medford, MN, USA",,U504943,RitchieBros,2026-01-20 22:53:28.229233,919974CC-2705-31CE-94C7-182C797642E8,Ford 4600 2WD Tractor,2WD Tractor,"Midwest Regional Event, USA - Feb 10, 2026",2026-02-10 14:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,1050,,,,"Davenport, FL, USA",,5023324,RitchieBros,2026-01-20 22:53:28.229233,47FBAB36-36D2-345A-8C60-485837F7F2CA,John Deere 1050 Utility Tractor,Utility Tractor,"Orlando, FL, USA - Feb 16, 2026",2026-02-16 13:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Yanmar,Ke-16,,,,"Ocana, CSTL, ESP",,010311,RitchieBros,2026-01-20 22:53:28.229233,F4E44C48-3AA5-3922-806D-52307D57D927,Yanmar Ke-16 2WD Tractor,2WD Tractor,"Ocana, ESP - Mar 11, 2026",2026-03-11 07:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
International,784,,,,"Davenport, FL, USA",,,RitchieBros,2026-01-20 22:53:28.229233,C9E80445-75F4-3C5B-BDEF-65BCACC2D559,International 784 2WD Tractor,2WD Tractor,"Orlando, FL, USA - Feb 16, 2026",2026-02-16 13:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
International Harvester,International,1959.0,,,"St Jean Baptiste, MB, CAN",,19412,RitchieBros,2026-01-20 22:53:28.229233,287BCB13-FC67-3D34-8CF7-C30CC023C59B,1959 International Harvester B-250 2WD Antique Tractor,Antique Tractor,"St Jean Baptiste, MB, CAN - Apr 17, 2026",2026-04-17 13:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Case,S,1945.0,,,"Eckville, AB, CAN",,49074115,RitchieBros,2026-01-20 22:53:28.229233,9DA801C1-D71B-3BFA-9C0D-A313ACA66763,1945 Case S Antique Tractor,Antique Tractor,"Eckville, AB, CAN - Apr 22, 2026",2026-04-22 14:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Ford,3010,,,,"Macrorie, SK, CAN",,,RitchieBros,2026-01-20 22:53:28.229233,5E0BA914-DA08-3052-92A8-52923D0F9C14,Ford 8N 2WD Tractor,2WD Tractor,"Macrorie, SK, CAN - Apr 20, 2026",2026-04-20 18:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,SL604,2026.0,,,"Polotitlán de la Ilustración, MEX, MEX",,604TLJ2601501,RitchieBros,2026-01-20 22:53:28.229233,B98F555E-8E77-3651-AE35-83173019B95A,2026 SDLOOL SL604 Tractor Agricola (Sin Usar) / 4WD Tractor (Unused),4WD Tractor,"Polotitlan, MEX - Mar 13, 2026",2026-03-13 16:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Case IH,Steiger 500HD,2013.0,,,"Lemberg, SK, CAN",,ZCF132725,RitchieBros,2026-01-20 22:53:28.229233,D47376F1-F414-30DD-B481-B68CD7DD774B,2013 Case IH Steiger 500HD Articulated Tractor,Articulated Tractor,Canada,2012-12-14 05:00:00,Make Offer,,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,6115R,2013.0,,,"Geelong, VIC, AUS",,,RitchieBros,2026-01-20 22:53:28.229233,F984FBCC-4759-3C0E-A7B0-BDAE4B98E495,2013 John Deere 6115R 4WD Tractor,4WD Tractor,AU DM 8%,2017-11-01 23:57:58,Buy Now,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,M7-132 DELUXE,2021.0,,,"Baytown, TX, USA",,KBTMKDSAEMFB11293,RitchieBros,2026-01-20 22:53:28.229233,0427F253-25F2-30C5-884B-5E8FE5317F30,2021 Kubota M7-132 DELUXE 4WD Tractor,4WD Tractor,IronPlanet - North-America Daily Marketplace,1971-01-02 08:00:00,Make Offer,,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,4120,2020.0,,,"North Franklin, CT, USA",,,RitchieBros,2026-01-20 22:53:28.229233,3DA5ACA1-0E59-3A29-8168-141408783B2D,2020 John Deere 4120 Utility Tractor,Utility Tractor,IronPlanet - North-America Daily Marketplace,1971-01-02 08:00:00,Make Offer,,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,5065E,2016.0,,,"GILROY, CA, USA",,1PY5065ECGG101418,RitchieBros,2026-01-20 22:53:28.229233,D701F93E-9223-381B-B512-E4DFC788E5D8,2016 John Deere 5065E 4WD Tractor,4WD Tractor,29-Jan-26 FE Ring 2,2026-01-29 15:00:00,Online Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2021,Branson,2021.0,,,"Dunnigan, CA, USA",,2515HFT6A00283,RitchieBros,2026-01-20 22:53:28.229233,9CF15731-6186-3C4A-AA7F-BD634A23391A,2021 Branson 2515H 4WD Tractor,4WD Tractor,IronPlanet - North-America Daily Marketplace,1971-01-02 08:00:00,Make Offer,,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,1025R,,,,"Bessemer, AL, USA",,1LV1025RLGG108661,RitchieBros,2026-01-20 22:53:28.229233,F9068240-699B-32BE-A1FF-586B961683D5,John Deere 1025R Utility Tractor,Utility Tractor,29-Jan-26 FE Ring 2,2026-01-29 15:00:00,Online Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,John,2021.0,,,"Harvard, IL, USA",,1LV2032RCMN123226,RitchieBros,2026-01-20 22:53:28.229233,4F6DAE61-A421-3C6A-8774-02AAEC11CC96,2021 John Deere 2032R Utility Tractor,Utility Tractor,Salvage Sale Insurance Sellers,2031-08-11 01:07:00,Sealed Bid,,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,6150M,2016.0,,,"Decatur, TX, USA",,1L06150MLDG775053,RitchieBros,2026-01-20 22:53:28.229233,762A3B78-C772-3629-BE7B-0E776FAE3219,2016 John Deere 6150M 4WD Tractor,4WD Tractor,IronPlanet - North-America Daily Marketplace,1971-01-02 08:00:00,Sealed Bid,,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,Deere,,,,"Sulphur, LA, USA",,LV5400E542512,RitchieBros,2026-01-20 22:53:28.229233,1180AFCB-DA5E-3B3A-8A2F-205E4FBEA14F,John Deere 5400 4WD Tractor,4WD Tractor,IronPlanet - North-America Daily Marketplace,1971-01-02 08:00:00,Make Offer,,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,John,2025.0,,,"Stanley, NC, USA",,,RitchieBros,2026-01-20 22:53:28.229233,E0ACC619-686A-3633-BCC6-6C0BC84C9335,2025 John Deere 3032F 4WD Tractor,4WD Tractor,IronPlanet - North-America Daily Marketplace,1971-01-02 08:00:00,Make Offer,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,L5240,2012.0,,,"Greensboro, NC, USA",,70856,RitchieBros,2026-01-20 22:53:28.229233,E3917260-30BA-33EB-9AEC-159E7171986F,2012 Kubota L5240 Utility Tractor,Utility Tractor,29-Jan-26 FE Ring 2,2026-01-29 15:00:00,Online Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,Deere,,,,"Elkridge, MD, USA",,,RitchieBros,2026-01-20 22:53:28.229233,628940F0-F37D-3708-BE72-46768DF19C1F,John Deere Utility Tractor,Utility Tractor,29-Jan-26 FE Ring 2,2026-01-29 15:00:00,Online Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,M7-171 Premium,2016.0,,,"Nisku, AB, CAN",,10047,RitchieBros,2026-01-20 22:53:28.229233,5A6A9E1E-808E-34F0-9C51-A28A25F37A16,2016 Kubota M7-171 Premium 4WD Tractor,4WD Tractor,Canada,2012-12-14 05:00:00,Make Offer,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,BX23SLB-R,2022.0,,,"Snohomish, WA, USA",,KBUC1DHRLNGB72868,RitchieBros,2026-01-20 22:53:28.229233,9A8EC306-6E1E-39EA-9C30-261E0D431C04,2022 Kubota BX23SLB-R 4WD Tractor,4WD Tractor,IronPlanet - North-America Daily Marketplace,1971-01-02 08:00:00,Buy Now,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,M7-171,2021.0,250.0,115000.0,"St. Louis, MO",Excellent,1KMFH7BA0MB123456,MachineryPete,2026-01-20 22:53:28.279755,,,,,,,,,,,,
